player_name,pfr_id,weight_lbs,height_in,arm_length_in,wing_span_in,hand_size_in,yard_40_dash_sec,yard_60_shuttle_sec,yard_10_split_sec,yard_20_split_sec,cone_drill_sec,yard_20_shuttle_sec,vert_jump_in,broad_jump_in,bench_press_reps,gsis_id,position,position_group,def_pos_flag,off_pos_flag,missing_weight_lbs,missing_height_in,missing_arm_length_in,missing_wing_span_in,missing_hand_size_in,missing_yard_40_dash_sec,missing_yard_60_shuttle_sec,missing_yard_10_split_sec,missing_yard_20_split_sec,missing_cone_drill_sec,missing_yard_20_shuttle_sec,missing_vert_jump_in,missing_broad_jump_in,missing_bench_press_reps
josh ball,BallJo00,325.0,80.0,35.0,81.625,10.0,5.2,,1.9,2.97,7.77,4.7,27.5,106.0,28.0,00-0036886,ot,ol,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
josh beekman,BeekJo20,310.0,74.0,,,,5.36,,,,,4.81,25.5,93.0,24.0,00-0025517,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
josh boyce,BoycJo00,205.0,71.0,31.25,,9.25,4.38,11.26,1.56,,6.68,4.1,34.0,131.0,22.0,00-0030474,wr,wr,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
josh doctson,DoctJo00,205.0,74.0,31.875,,9.875,4.5,11.06,1.58,,6.84,4.08,41.0,131.0,14.0,00-0032760,wr,wr,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
josh downs,DownJo00,171.0,69.0,30.375,,9.25,4.48,,1.49,,,,38.5,131.0,,00-0038997,wr,wr,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1
josh freeman,FreeJo00,240.0,78.0,,,,4.9,,,,7.11,4.43,33.5,119.0,,00-0026993,qb,qb,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
josh gordon,GordJo02,224.0,75.0,33.25,,10.0,4.52,,,,,,36.0,121.0,13.0,00-0029664,wr,wr,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0
josh huff,HuffJo00,206.0,71.0,31.25,,9.375,4.51,,1.53,,,,35.5,116.0,14.0,00-0030990,wr,wr,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
josh jackson,JackJo01,196.0,72.0,31.125,74.25,9.375,4.56,,,,6.86,4.03,38.0,123.0,18.0,00-0034751,cb,db,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
josh jacobs,JacoJo01,223.0,70.0,31.625,74.25,10.125,,,,,,,,,,00-0035700,rb,rb,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
josh johnson,JohnJo05,214.0,75.0,,,,4.53,,,,,4.42,33.5,110.0,,00-0026300,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
josh leribeus,LeRiJo00,315.0,74.0,,,,5.37,,,,7.64,4.65,26.0,96.0,29.0,00-0029666,g,ol,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
josh malone,MaloJo00,205.0,75.0,31.375,,9.625,4.4,11.77,,,7.05,4.19,30.5,121.0,10.0,00-0033859,wr,wr,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
josh mccown,McCoJo01,218.0,76.0,,,,4.59,,,,,3.9,38.5,120.0,,00-0021206,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
josh myers,MyerJo00,310.0,77.0,32.0,77.375,10.375,,,,,,,,,29.0,00-0036622,c,ol,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0
josh newton,NewtJo00,190.0,71.0,31.125,74.25,9.25,4.52,,1.55,,7.01,4.15,34.0,124.0,,00-0039375,cb,db,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
josh norman,NormJo01,200.0,72.0,32.75,,9.25,4.66,,,,7.09,4.23,33.0,124.0,14.0,00-0029285,cb,db,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
josh oliver,OlivJo00,264.0,77.0,33.5,78.875,10.75,4.63,12.01,,,7.21,4.47,34.0,117.0,22.0,00-0035249,te,te,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
josh palmer,PalmJo00,210.0,73.0,33.0,76.875,9.625,4.52,,1.59,2.64,6.98,4.24,34.0,124.0,,00-0036988,wr,wr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
josh reynolds,ReynJo00,192.0,75.0,31.5,,9.375,4.52,11.32,,,6.83,4.13,37.0,124.0,,00-0033943,wr,wr,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
josh robinson,RobiJo02,221.0,68.0,29.75,,10.125,4.7,,1.66,,,,32.0,113.0,21.0,00-0031611,rb,rb,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
josh rosen,RoseJo01,215.0,76.0,31.75,76.5,9.875,4.92,,,,7.09,4.28,31.0,111.0,,00-0034343,qb,qb,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
josh scobey,ScobJo00,220.0,72.0,,,,4.42,,,,,3.93,40.5,124.0,21.0,00-0021098,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
josh shaw,ShawJo00,197.0,73.0,30.75,,9.0,4.44,11.65,1.54,,7.01,4.12,37.5,130.0,26.0,00-0032168,cb,db,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
josh shaw,ShawJo20,305.0,75.0,,,,5.08,,,,,,,,22.0,00-0021285,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0
josh simmons,SimmJo01,310.0,77.0,33.0,82.0,10.0,,,,,,,,,,00-0040116,ol,ol,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
josh uche,UcheJo00,226.0,75.0,33.625,,9.5,,,,,,,,,18.0,00-0036159,lb,lb,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
josh whyle,WhylJo01,248.0,79.0,31.5,,9.5,4.69,,1.62,,,,33.5,115.0,,00-0038589,te,te,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1
josh williams,WillJo30,285.0,75.0,,,,4.9,,,,,4.25,30.5,111.0,,00-0019529,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1
joshua dobbs,DobbJo00,220.0,75.0,32.625,,9.25,4.64,,,,6.75,4.31,33.0,122.0,,00-0033949,qb,qb,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
joshua frazier,FrazJo00,321.0,75.0,34.25,79.625,10.0,,,,,,,,,21.0,00-0034338,dt,dl,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
joshua garnett,GarnJo00,305.0,77.0,33.875,,10.125,5.32,,1.84,,7.62,4.64,29.0,99.0,30.0,00-0033151,g,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
joshua kelley,KellJo01,212.0,71.0,31.625,,9.625,4.49,,,,6.95,4.28,31.0,121.0,23.0,00-0036370,rb,rb,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
joshua miles,MileJo00,325.0,77.0,35.625,84.875,10.75,5.32,,,,8.07,4.75,36.0,109.0,,00-0035317,ot,ol,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
joshua williams,WillJo03,193.0,75.0,32.875,77.75,9.5,4.53,,1.54,,,,36.0,124.0,,00-0038043,cb,db,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
josiah deguara,DeguJo00,240.0,74.0,31.625,,9.0,4.72,,,,7.15,4.35,35.5,115.0,25.0,00-0036332,te,te,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
josiah ezirim,EzirJo00,329.0,78.0,33.75,85.125,10.75,,,,,,,,,,00-0039428,ot,ol,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
josiah scott,ScotJo00,185.0,69.0,29.375,,8.75,4.42,,,,,,,,17.0,00-0036303,cb,db,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
jourdan lewis,LewiJo01,190.0,70.0,31.625,,9.25,4.54,,,,,,34.5,121.0,15.0,00-0033928,cb,db,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
jovaughn gwyn,GwynJo00,310.0,74.0,31.75,,9.875,5.12,,1.8,,7.9,4.8,27.5,109.0,34.0,00-0038629,g,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
juju smith-schuster,SmitJu00,215.0,73.0,32.875,,10.5,4.54,,,,,,32.5,120.0,15.0,00-0033857,wr,wr,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0
juaquin iglesias,IgleJu00,202.0,73.0,31.0,,9.5,4.44,,,,,4.4,34.5,116.0,,00-0026904,wr,wr,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1
juice scruggs,ScruJu00,310.0,75.0,33.25,,10.25,5.22,,1.79,,7.75,4.82,32.0,102.0,29.0,00-0038936,c,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
julian edelman,EdelJu00,198.0,70.0,,,,4.52,,1.52,2.58,6.62,3.92,36.5,123.0,14.0,00-0027150,wr,wr,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
julian love,LoveJu00,195.0,71.0,31.75,75.375,9.0,4.54,,,,6.72,4.1,36.0,121.0,14.0,00-0034974,cb,db,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
julian vandervelde,VandJu00,300.0,74.0,32.75,,9.625,5.12,,,,,4.59,31.0,104.0,23.0,00-0028099,g,ol,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
julie'n davenport,DaveJu00,315.0,79.0,36.5,,10.5,5.45,,,,7.57,4.69,27.0,106.0,18.0,00-0033560,ot,ol,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
julio jones,JoneJu02,220.0,75.0,33.75,,9.75,4.34,11.07,1.5,2.47,6.66,4.25,38.5,135.0,17.0,00-0027944,wr,wr,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
julius brents,BrenJu00,198.0,75.0,34.0,82.625,9.625,4.53,,1.57,,6.63,4.05,41.5,138.0,,00-0039156,cb,db,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
julius jones,JoneJu01,208.0,70.0,,,,4.47,,,,,4.16,37.5,121.0,,00-0022840,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
julius thomas,ThomJu00,262.0,77.0,33.0,,10.25,4.64,,1.62,,6.96,4.31,35.5,111.0,16.0,00-0028067,te,te,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
junior colson,ColsJu00,247.0,75.0,32.5,77.5,10.0,,,,,,,,,,00-0039346,lb,lb,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
junior hemingway,HemiJu00,225.0,73.0,32.5,,9.625,4.53,11.16,1.53,,6.59,3.98,35.0,124.0,21.0,00-0029311,wr,wr,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
junior siavii,SiavJu20,315.0,77.0,,,,5.16,,,,,4.84,24.5,93.0,31.0,00-0022722,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
junius coston,CostJu20,313.0,75.0,,,,5.31,,,,,4.64,29.5,102.0,21.0,00-0023361,c,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
juron criner,CrinJu00,220.0,75.0,32.0,,10.5,4.68,,,,7.15,4.3,38.0,117.0,17.0,00-0029702,wr,wr,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
justice cunningham,CunnJu00,258.0,75.0,33.875,,10.0,4.94,11.88,1.64,,7.12,4.45,31.5,116.0,,00-0030129,te,te,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
justice hill,HillJu00,205.0,70.0,31.625,74.875,9.5,4.4,,,,,,40.0,130.0,21.0,00-0034975,rb,rb,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0
justin anderson,AndeJu00,340.0,77.0,,,,5.31,,,,8.04,4.99,27.0,101.0,32.0,00-0029549,ot,ol,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
justin bannan,BannJu20,312.0,75.0,,,,5.0,,,,,4.24,29.0,99.0,24.0,00-0021092,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
justin bethel,BethJu00,195.0,72.0,,,,4.58,,,,6.79,4.3,39.0,131.0,19.0,00-0029530,cb,db,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
justin blackmon,BlacJu00,210.0,73.0,32.5,,9.25,4.46,,,,,,35.0,123.0,14.0,00-0029707,wr,wr,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0
justin blalock,BlalJu20,326.0,76.0,,,,5.1,,,,,4.72,28.5,101.0,40.0,00-0025426,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
justin eboigbe,EboiJu00,292.0,77.0,33.375,80.75,10.0,5.18,,1.8,,,,28.0,,,00-0039835,dt,dl,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1
justin ellis,ElliJu01,334.0,74.0,33.0,,10.125,5.27,,1.88,,7.81,4.75,28.0,92.0,25.0,00-0031346,dt,dl,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
justin fargas,FargJu00,220.0,73.0,,,,4.35,,,,,,,137.0,27.0,00-0022093,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0
justin fields,FielJu00,227.0,75.0,32.5,74.75,9.125,4.46,,1.59,2.6,,,,,,00-0036945,qb,qb,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
justin geisinger,GeisJu20,317.0,74.0,,,,5.38,,,,,4.62,25.0,95.0,34.0,00-0023629,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
justin hardy,HardJu00,192.0,70.0,32.125,,10.0,4.56,,1.57,,6.63,4.21,36.5,114.0,11.0,00-0031570,wr,wr,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
justin harper,HarpJu01,226.0,75.0,,,,4.56,,,,,4.43,28.5,120.0,,00-0026355,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
justin harrell,HarrJu99,315.0,76.0,,,,5.04,,,,,4.79,30.5,108.0,24.0,00-0025403,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
justin herbert,HerbJu00,236.0,78.0,32.875,,10.0,4.68,,,,7.06,4.46,35.5,123.0,,00-0036355,qb,qb,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
justin houston,HousJu00,270.0,75.0,34.5,,10.875,4.62,,,,,4.37,36.5,125.0,30.0,00-0028008,olb,lb,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
justin hunter,HuntJu00,203.0,76.0,33.25,,9.375,4.44,,1.54,,7.19,4.33,39.5,136.0,,00-0030521,wr,wr,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
justin jackson,JackJu01,200.0,72.0,30.625,75.875,9.25,4.52,11.06,,,6.81,4.07,38.5,122.0,13.0,00-0034440,rb,rb,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
justin jefferson,JeffJu00,195.0,73.0,33.0,,9.125,4.43,,,,,,37.5,126.0,,00-0036322,wr,wr,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1
justin jones,JoneJu03,309.0,75.0,33.5,81.0,10.0,5.09,,,,7.82,4.74,29.0,104.0,24.0,00-0034677,dt,dl,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
justin layne,LaynJu00,192.0,74.0,33.0,80.125,9.25,4.5,,,,6.9,4.09,37.5,134.0,,00-0035650,cb,db,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
justin mccareins,McCaJu00,215.0,74.0,,,,4.51,,,,,3.99,41.0,129.0,,00-0020381,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
justin peelle,PeelJu00,251.0,76.0,,,,4.75,,,,,4.29,29.0,110.0,21.0,00-0021227,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
justin rogers,RogeJu01,346.0,75.0,33.0,79.0,11.0,,,,,,4.87,24.5,99.0,21.0,00-0039432,dt,dl,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
justin senior,SeniJu00,329.0,77.0,34.0,,10.25,5.55,,,,8.19,5.06,23.0,98.0,,00-0033583,ot,ol,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
justin smiley,SmilJu20,310.0,75.0,,,,5.07,,,,,4.5,32.0,111.0,19.0,00-0022895,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
justin strnad,StrnJu00,235.0,75.0,31.75,,9.125,4.74,,,,,4.49,29.0,113.0,,00-0036428,lb,lb,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1
k'lavon chaisson,ChaiKL00,255.0,75.0,32.25,,9.875,,,,,,,,,,00-0036286,lb,lb,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
k.j. hill,HillKJ00,195.0,72.0,29.125,,9.25,4.6,,,,,,32.5,114.0,17.0,00-0036382,wr,wr,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0
k.j. osborn,OsboKJ00,203.0,71.0,31.25,,9.125,4.48,,,,7.0,4.35,37.5,123.0,18.0,00-0036345,wr,wr,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
k.j. wright,WrigK.00,246.0,76.0,34.875,,9.0,4.75,,,,,4.46,32.0,120.0,20.0,00-0028037,olb,lb,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
kj hamler,HamlKJ00,178.0,69.0,30.75,,9.375,,,,,,,,,15.0,00-0036412,wr,wr,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0
ka'deem carey,CareKa00,215.0,70.0,31.75,,9.5,4.7,,1.59,,7.08,4.38,32.5,115.0,19.0,00-0031057,rb,rb,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
kadarius toney,ToneKa00,193.0,72.0,31.25,74.5,9.25,4.38,,1.54,2.51,6.88,4.23,39.5,136.0,9.0,00-0036913,wr,wr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kadeem edwards,EdwaKa00,315.0,76.0,35.5,,9.5,5.25,,1.82,,7.95,4.82,27.0,99.0,26.0,00-0031180,g,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
kaden smith,SmitKa00,249.0,77.0,32.25,78.125,9.625,4.92,,,,7.08,4.47,32.0,108.0,15.0,00-0034988,te,te,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
kaelin clay,ClayKa00,195.0,70.0,30.875,,9.0,4.51,,1.64,,6.97,4.26,33.0,113.0,10.0,00-0032115,wr,wr,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
kahale warring,WarrKa00,252.0,77.0,32.75,77.0,9.75,4.67,11.72,,,7.21,4.25,36.5,122.0,19.0,00-0035660,te,te,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
kahlil hill,HillKa20,200.0,74.0,,,,4.65,,,,,,35.0,,,00-0021097,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1
kaiir elam,ElamKa00,191.0,73.0,30.875,76.5,8.875,4.39,,1.55,,,,,,,00-0037242,cb,db,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
kain medrano,MedrKa00,230.0,75.0,32.0,77.25,9.125,4.46,,1.57,,,,38.0,125.0,,00-0040216,lb,lb,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
kaleb johnson,JohnKa03,225.0,72.0,33.0,78.5,9.625,4.57,,1.62,,,,,,,00-0040142,rb,rb,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1
kaleb mcgary,McGaKa00,330.0,78.0,32.875,79.75,10.125,5.05,,,,7.66,4.58,33.5,111.0,23.0,00-0035235,ot,ol,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
kalel mullings,MullKa00,226.0,74.0,31.75,78.0,10.0,,,,,,,,,,00-0040205,rb,rb,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
kalen ballage,BallKa00,231.0,74.0,32.75,77.125,9.5,4.46,,,,6.91,4.35,33.5,122.0,15.0,00-0034799,rb,rb,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
kalen king,KingKa00,190.0,71.0,30.875,74.25,8.75,4.61,,1.54,,,4.16,37.0,122.0,,00-0039239,cb,db,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
kalia davis,DaviKa01,310.0,74.0,33.625,80.0,9.5,,,,,,,,,,00-0037832,dt,dl,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
kalon barnes,BarnKa00,186.0,72.0,31.75,76.75,9.875,4.23,,1.49,,,,,,,00-0037325,cb,db,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
kaluka maiava,MaiaKa99,230.0,72.0,,,,4.7,,,,,4.2,,110.0,30.0,00-0027074,olb,lb,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0
kamal martin,MartKa01,240.0,75.0,34.0,,10.125,,,,,,,,,,00-0036270,lb,lb,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
kamari lassiter,LassKa00,180.0,72.0,30.875,73.75,8.875,,,,,6.62,4.12,,,,00-0039343,cb,db,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1
kamrin moore,MoorKa01,200.0,71.0,31.375,75.875,9.0,,,,,,,,,,00-0034408,cb,db,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
kareem hunt,HuntKa00,216.0,71.0,31.375,,9.625,4.62,,,,,,36.5,119.0,18.0,00-0033923,rb,rb,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0
kareem martin,MartKa00,262.0,78.0,35.0,,10.0,4.72,,1.53,,7.2,4.33,35.5,129.0,22.0,00-0031050,olb,lb,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
kareem mckenzie,McKeKa20,330.0,78.0,,,,5.33,,,,,4.8,33.0,103.0,20.0,00-0020463,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
karlos williams,WillKa01,230.0,73.0,33.0,,9.75,4.48,,1.61,,7.16,4.46,33.5,117.0,16.0,00-0032152,rb,rb,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
karsten bailey,BailKa00,205.0,72.0,,,,4.33,,,,,3.99,40.0,121.0,,00-0000598,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
kary vincent,VincKa00,189.0,70.0,30.25,74.125,8.875,4.39,,1.59,2.52,,,35.5,117.0,8.0,00-0036662,cb,db,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
kasey studdard,StudKa20,304.0,75.0,,,,5.18,,,,,,,,32.0,00-0025570,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
kavell conner,ConnKa99,245.0,72.0,32.75,,9.5,4.59,,,,,4.6,33.5,110.0,24.0,00-0027831,olb,lb,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
kawaan baker,BakeKa00,215.0,73.0,32.375,76.0,10.75,4.45,,1.49,2.51,7.42,4.41,39.5,129.0,21.0,00-0036939,wr,wr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kawann short,ShorKa00,315.0,75.0,,,,,,,,,,,,,00-0030448,dt,dl,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
kayshon boutte,BoutKa00,197.0,71.0,31.375,,9.5,4.5,,1.58,,,4.25,29.0,118.0,,00-0038608,wr,wr,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1
ke'shawn vaughn,VaugKe00,214.0,70.0,30.875,,8.875,4.51,,,,,,32.0,117.0,,00-0036450,rb,rb,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1
keandre lambert-smith,LambKe01,182.0,73.0,32.625,78.625,9.125,4.37,,1.53,,,,34.5,124.0,,00-0040184,wr,wr,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
kealoha pilares,PilaKe00,205.0,70.0,30.5,,8.75,4.56,,,,,,,,19.0,00-0028070,wr,wr,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
keaontay ingram,IngrKe01,221.0,72.0,31.5,74.875,9.0,4.53,,1.55,,,,34.5,122.0,,00-0037299,rb,rb,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
keesean johnson,JohnKe07,201.0,73.0,32.0,75.75,9.5,4.6,,,,7.28,4.23,30.0,117.0,14.0,00-0035287,wr,wr,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
keenan allen,AlleKe00,211.0,74.0,32.75,,10.0,4.71,,,,,,,,,00-0030279,wr,wr,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
keenan burton,BurtKe00,202.0,72.0,34.125,,9.25,4.44,11.36,1.5,2.55,6.77,4.2,38.5,125.0,10.0,00-0026268,wr,wr,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
keenan howry,HowrKe00,172.0,70.0,,,,4.56,,,,,4.28,31.5,114.0,,00-0022032,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
keenan lewis,LewiKe96,208.0,73.0,,,,4.47,,,,,,33.5,123.0,19.0,00-0026903,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0
keenan robinson,RobiKe01,245.0,75.0,33.0,,9.75,4.79,,,,,,35.0,120.0,27.0,00-0029545,olb,lb,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
kei'trel clark,ClarKe02,181.0,70.0,29.625,,8.25,4.42,,1.49,,,4.21,34.5,122.0,,00-0038984,cb,db,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
keivarae russell,RussKe00,196.0,71.0,31.625,,10.0,,,,,,,,,17.0,00-0033091,cb,db,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
keilan robinson,RobiKe03,191.0,68.0,30.625,74.375,9.625,4.42,,1.51,,,,33.0,125.0,,00-0039385,rb,rb,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
keith bulluck,BullKe00,235.0,75.0,,,,4.47,,,,,4.13,38.0,119.0,,00-0019648,olb,lb,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1
keith heinrich,HeinKe00,255.0,78.0,,,,4.77,,,,,4.1,35.0,120.0,21.0,00-0021287,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
keith marshall,MarsKe00,222.0,71.0,31.625,,9.375,4.31,,1.49,,,,30.5,,25.0,00-0032806,rb,rb,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0
keith mumphery,MumpKe00,210.0,72.0,31.125,,9.125,4.54,,1.63,,7.07,4.25,32.5,121.0,,00-0031600,wr,wr,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
keith reaser,ReasKe00,190.0,72.0,30.75,,9.5,,,,,,,,,22.0,00-0031020,cb,db,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
keith taylor,TaylKe03,195.0,75.0,31.125,75.5,9.5,4.54,,1.58,2.64,6.85,4.27,33.5,127.0,12.0,00-0036561,cb,db,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
keith wenning,WennKe00,225.0,75.0,31.25,,10.0,5.0,,1.68,,7.07,4.25,28.0,100.0,,00-0030998,qb,qb,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
keith williams,WillKe04,330.0,77.0,32.375,,10.0,5.28,,,,,5.03,24.5,93.0,23.0,00-0028134,g,ol,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
