defender_id,season,total_def_epa,plays,def_epa_per_play,def_epa_per_play_prior,rookie_flag,years_experience,draft_round,draft_pick,weight_lbs,height_in,arm_length_in,wing_span_in,hand_size_in,yard_40_dash_sec,yard_60_shuttle_sec,yard_10_split_sec,yard_20_split_sec,cone_drill_sec,yard_20_shuttle_sec,vert_jump_in,broad_jump_in,bench_press_reps,gsis_id,position_group,missing_weight_lbs,missing_height_in,missing_arm_length_in,missing_wing_span_in,missing_hand_size_in,missing_yard_40_dash_sec,missing_yard_60_shuttle_sec,missing_yard_10_split_sec,missing_yard_20_split_sec,missing_cone_drill_sec,missing_yard_20_shuttle_sec,missing_vert_jump_in,missing_broad_jump_in,missing_bench_press_reps
00-0033930,2021,1.5517713653680394,48,0.032328570111834154,-0.026742794364348395,0,5,3.0,94.0,188.0,71.0,30.0,,8.25,4.52,,,,6.81,,34.0,120.0,11.0,00-0033930,db,0,0,0,1,0,0,1,1,1,0,1,0,0,0
00-0033930,2022,-5.426329248119146,43,-0.1261937034446313,0.032328570111834154,0,6,3.0,94.0,188.0,71.0,30.0,,8.25,4.52,,,,6.81,,34.0,120.0,11.0,00-0033930,db,0,0,0,1,0,0,1,1,1,0,1,0,0,0
00-0033930,2023,-14.659043729829136,51,-0.28743222999664975,-0.1261937034446313,0,7,3.0,94.0,188.0,71.0,30.0,,8.25,4.52,,,,6.81,,34.0,120.0,11.0,00-0033930,db,0,0,0,1,0,0,1,1,1,0,1,0,0,0
00-0033952,2020,11.113619958690833,33,0.3367763623845707,0.7766594713223943,0,4,4.0,144.0,315.0,76.0,,,,5.14,,1.73,2.89,7.71,4.75,26.0,106.0,30.0,00-0033952,dl,0,0,1,1,1,0,1,0,0,0,0,0,0,0
00-0033952,2022,18.292298679996748,36,0.5081194077776874,0.5979577166384414,0,6,4.0,144.0,315.0,76.0,,,,5.14,,1.73,2.89,7.71,4.75,26.0,106.0,30.0,00-0033952,dl,0,0,1,1,1,0,1,0,0,0,0,0,0,0
00-0033952,2024,24.814640238403214,25,0.9925856095361286,0.26288990550425145,0,8,4.0,144.0,315.0,76.0,,,,5.14,,1.73,2.89,7.71,4.75,26.0,106.0,30.0,00-0033952,dl,0,0,1,1,1,0,1,0,0,0,0,0,0,0
00-0033952,2025,17.480451951022896,24,0.728352164625954,0.9925856095361286,0,9,4.0,144.0,315.0,76.0,,,,5.14,,1.73,2.89,7.71,4.75,26.0,106.0,30.0,00-0033952,dl,0,0,1,1,1,0,1,0,0,0,0,0,0,0
00-0034265,2020,-9.654346943250857,29,-0.3329085152845123,-1.0803271561017027,0,3,4.0,118.0,184.0,71.0,30.25,71.625,8.5,4.36,,,,6.93,4.4,31.5,119.0,13.0,00-0034265,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034265,2021,-21.419026184274117,53,-0.40413256951460597,-0.3329085152845123,0,4,4.0,118.0,184.0,71.0,30.25,71.625,8.5,4.36,,,,6.93,4.4,31.5,119.0,13.0,00-0034265,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034275,2020,11.830195923626889,23,0.5143563445055169,0.592183077770252,0,2,6.0,180.0,318.0,76.0,34.125,82.0,10.25,5.29,,,,7.44,4.53,30.0,112.0,33.0,00-0034275,dl,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034337,2018,-14.395892422076093,30,-0.47986308073586975,0.0,1,1,7.0,241.0,182.0,72.0,29.875,71.125,8.75,4.48,,,,,4.45,33.5,113.0,16.0,00-0034337,db,0,0,0,0,0,0,1,1,1,1,0,0,0,0
00-0034355,2018,-7.786141301284633,32,-0.2433169156651448,0.0,1,1,2.0,53.0,205.0,71.0,31.25,75.375,9.25,4.54,11.19,,,6.9,4.28,35.0,118.0,18.0,00-0034355,db,0,0,0,0,0,0,0,1,1,0,0,0,0,0
00-0034355,2019,-15.464741594827501,29,-0.5332669515457759,-0.2433169156651448,0,2,2.0,53.0,205.0,71.0,31.25,75.375,9.25,4.54,11.19,,,6.9,4.28,35.0,118.0,18.0,00-0034355,db,0,0,0,0,0,0,0,1,1,0,0,0,0,0
00-0034355,2021,-7.999693966737058,33,-0.24241496868900175,0.03474432316541329,0,4,2.0,53.0,205.0,71.0,31.25,75.375,9.25,4.54,11.19,,,6.9,4.28,35.0,118.0,18.0,00-0034355,db,0,0,0,0,0,0,0,1,1,0,0,0,0,0
00-0034355,2022,-5.546946061193012,27,-0.2054424467108523,-0.24241496868900175,0,5,2.0,53.0,205.0,71.0,31.25,75.375,9.25,4.54,11.19,,,6.9,4.28,35.0,118.0,18.0,00-0034355,db,0,0,0,0,0,0,0,1,1,0,0,0,0,0
00-0034356,2018,-30.09407726029167,60,-0.5015679543381945,0.0,1,1,2.0,55.0,180.0,70.0,29.5,71.625,8.75,4.32,,,,,,,124.0,7.0,00-0034356,db,0,0,0,0,0,0,1,1,1,1,1,1,0,0
00-0034356,2019,-13.119605380640497,37,-0.3545839292064999,-0.5015679543381945,0,2,2.0,55.0,180.0,70.0,29.5,71.625,8.75,4.32,,,,,,,124.0,7.0,00-0034356,db,0,0,0,0,0,0,1,1,1,1,1,1,0,0
00-0034356,2020,4.0114688708563335,30,0.13371562902854445,-0.3545839292064999,0,3,2.0,55.0,180.0,70.0,29.5,71.625,8.75,4.32,,,,,,,124.0,7.0,00-0034356,db,0,0,0,0,0,0,1,1,1,1,1,1,0,0
00-0034356,2021,-19.628717006009538,57,-0.34436345624578135,0.13371562902854445,0,4,2.0,55.0,180.0,70.0,29.5,71.625,8.75,4.32,,,,,,,124.0,7.0,00-0034356,db,0,0,0,0,0,0,1,1,1,1,1,1,0,0
00-0034356,2022,-3.7690455908973095,31,-0.12158211583539708,-0.34436345624578135,0,5,2.0,55.0,180.0,70.0,29.5,71.625,8.75,4.32,,,,,,,124.0,7.0,00-0034356,db,0,0,0,0,0,0,1,1,1,1,1,1,0,0
00-0034356,2023,-24.00561749865301,49,-0.4899105611970002,-0.12158211583539708,0,6,2.0,55.0,180.0,70.0,29.5,71.625,8.75,4.32,,,,,,,124.0,7.0,00-0034356,db,0,0,0,0,0,0,1,1,1,1,1,1,0,0
00-0034356,2024,-12.93862900120439,32,-0.4043321562876372,-0.4899105611970002,0,7,2.0,55.0,180.0,70.0,29.5,71.625,8.75,4.32,,,,,,,124.0,7.0,00-0034356,db,0,0,0,0,0,0,1,1,1,1,1,1,0,0
00-0034356,2025,3.480464885011314,24,0.14501937020880476,-0.4043321562876372,0,8,2.0,55.0,180.0,70.0,29.5,71.625,8.75,4.32,,,,,,,124.0,7.0,00-0034356,db,0,0,0,0,0,0,1,1,1,1,1,1,0,0
00-0034376,2018,4.054510627743646,31,0.13079066541108536,0.0,1,1,4.0,121.0,192.0,71.0,30.875,74.0,9.125,4.5,,,,7.03,4.28,33.0,118.0,17.0,00-0034376,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034376,2019,-11.146730277568851,39,-0.28581359686073976,0.13079066541108536,0,2,4.0,121.0,192.0,71.0,30.875,74.0,9.125,4.5,,,,7.03,4.28,33.0,118.0,17.0,00-0034376,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034376,2020,-6.090446007845458,69,-0.08826733344703562,-0.28581359686073976,0,3,4.0,121.0,192.0,71.0,30.875,74.0,9.125,4.5,,,,7.03,4.28,33.0,118.0,17.0,00-0034376,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034376,2021,-2.963381488373108,48,-0.061737114341106424,-0.08826733344703562,0,4,4.0,121.0,192.0,71.0,30.875,74.0,9.125,4.5,,,,7.03,4.28,33.0,118.0,17.0,00-0034376,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034376,2022,-12.180328867813207,61,-0.19967752242316733,-0.061737114341106424,0,5,4.0,121.0,192.0,71.0,30.875,74.0,9.125,4.5,,,,7.03,4.28,33.0,118.0,17.0,00-0034376,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034376,2023,10.011872722546158,66,0.15169504125069938,-0.19967752242316733,0,6,4.0,121.0,192.0,71.0,30.875,74.0,9.125,4.5,,,,7.03,4.28,33.0,118.0,17.0,00-0034376,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034376,2024,5.009736275591421,42,0.11927943513312907,0.15169504125069938,0,7,4.0,121.0,192.0,71.0,30.875,74.0,9.125,4.5,,,,7.03,4.28,33.0,118.0,17.0,00-0034376,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034376,2025,-12.694169490557394,37,-0.3430856619069566,0.11927943513312907,0,8,4.0,121.0,192.0,71.0,30.875,74.0,9.125,4.5,,,,7.03,4.28,33.0,118.0,17.0,00-0034376,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034384,2018,-13.135104641347425,26,-0.5051963323595163,0.0,1,1,5.0,142.0,190.0,69.0,31.625,75.0,10.0,4.51,,,,,,36.5,,11.0,00-0034384,db,0,0,0,0,0,0,1,1,1,1,1,0,1,0
00-0034384,2020,-19.265329724177718,48,-0.40136103592036915,0.8579577393001483,0,3,5.0,142.0,190.0,69.0,31.625,75.0,10.0,4.51,,,,,,36.5,,11.0,00-0034384,db,0,0,0,0,0,0,1,1,1,1,1,0,1,0
00-0034384,2021,-31.78257036506899,56,-0.567545899376232,-0.40136103592036915,0,4,5.0,142.0,190.0,69.0,31.625,75.0,10.0,4.51,,,,,,36.5,,11.0,00-0034384,db,0,0,0,0,0,0,1,1,1,1,1,0,1,0
00-0034384,2022,-15.909261856101196,69,-0.2305690124072637,-0.567545899376232,0,5,5.0,142.0,190.0,69.0,31.625,75.0,10.0,4.51,,,,,,36.5,,11.0,00-0034384,db,0,0,0,0,0,0,1,1,1,1,1,0,1,0
00-0034384,2023,-29.458273853679657,64,-0.46028552896374464,-0.2305690124072637,0,6,5.0,142.0,190.0,69.0,31.625,75.0,10.0,4.51,,,,,,36.5,,11.0,00-0034384,db,0,0,0,0,0,0,1,1,1,1,1,0,1,0
00-0034384,2024,-26.162870799249504,56,-0.4671941214151697,-0.46028552896374464,0,7,5.0,142.0,190.0,69.0,31.625,75.0,10.0,4.51,,,,,,36.5,,11.0,00-0034384,db,0,0,0,0,0,0,1,1,1,1,1,0,1,0
00-0034384,2025,-21.130645862902007,41,-0.5153816064122441,-0.4671941214151697,0,8,5.0,142.0,190.0,69.0,31.625,75.0,10.0,4.51,,,,,,36.5,,11.0,00-0034384,db,0,0,0,0,0,0,1,1,1,1,1,0,1,0
00-0034387,2018,11.290195904381108,20,0.5645097952190554,0.0,1,1,5.0,145.0,313.0,75.0,33.375,80.125,10.25,4.95,,1.72,2.89,7.45,4.49,30.5,112.0,29.0,00-0034387,dl,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00-0034387,2021,5.751067559118383,20,0.2875533779559191,0.7338514387340505,0,4,5.0,145.0,313.0,75.0,33.375,80.125,10.25,4.95,,1.72,2.89,7.45,4.49,30.5,112.0,29.0,00-0034387,dl,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00-0034387,2023,8.700142549831249,20,0.43500712749156245,0.5409755632063025,0,6,5.0,145.0,313.0,75.0,33.375,80.125,10.25,4.95,,1.72,2.89,7.45,4.49,30.5,112.0,29.0,00-0034387,dl,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00-0034388,2019,-11.376995494241495,33,-0.34475743921943924,0.0473422724753618,0,2,5.0,151.0,200.0,71.0,31.125,75.75,8.75,4.43,,,,6.96,4.4,32.5,123.0,22.0,00-0034388,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034397,2024,16.242341423362404,23,0.7061887575374959,0.7751919274406855,0,7,5.0,163.0,313.0,75.0,33.0,78.75,9.125,5.22,,1.81,3.0,7.78,4.83,25.5,99.0,,00-0034397,dl,0,0,0,0,0,0,1,0,0,0,0,0,0,1
00-0034677,2022,13.772215668945314,25,0.5508886267578126,0.6503390262931239,0,5,3.0,84.0,309.0,75.0,33.5,81.0,10.0,5.09,,,,7.82,4.74,29.0,104.0,24.0,00-0034677,dl,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034677,2023,11.191391069166878,20,0.5595695534583439,0.5508886267578126,0,6,3.0,84.0,309.0,75.0,33.5,81.0,10.0,5.09,,,,7.82,4.74,29.0,104.0,24.0,00-0034677,dl,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034683,2018,-9.153216123299694,21,-0.4358674344428426,0.0,1,1,5.0,170.0,190.0,70.0,31.5,74.125,9.125,4.54,,,,,,,,,00-0034683,db,0,0,0,0,0,0,1,1,1,1,1,1,1,1
00-0034683,2020,-14.620585346128792,41,-0.3565996425885071,0.6374720513160561,0,3,5.0,170.0,190.0,70.0,31.5,74.125,9.125,4.54,,,,,,,,,00-0034683,db,0,0,0,0,0,0,1,1,1,1,1,1,1,1
00-0034728,2018,-29.11304729049719,68,-0.42813304838966454,0.0,1,1,1.0,18.0,196.0,70.0,31.125,74.75,9.5,4.38,,,,6.71,3.98,35.0,127.0,14.0,00-0034728,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034728,2019,-29.66724258645405,64,-0.46355066541334455,-0.42813304838966454,0,2,1.0,18.0,196.0,70.0,31.125,74.75,9.5,4.38,,,,6.71,3.98,35.0,127.0,14.0,00-0034728,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034728,2020,9.895088556214713,51,0.19402134423950418,-0.46355066541334455,0,3,1.0,18.0,196.0,70.0,31.125,74.75,9.5,4.38,,,,6.71,3.98,35.0,127.0,14.0,00-0034728,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034728,2022,-13.475649521056614,47,-0.2867159472565237,-0.7122506751700051,0,5,1.0,18.0,196.0,70.0,31.125,74.75,9.5,4.38,,,,6.71,3.98,35.0,127.0,14.0,00-0034728,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034728,2023,-10.265068344043955,26,-0.39481032092476753,-0.2867159472565237,0,6,1.0,18.0,196.0,70.0,31.125,74.75,9.5,4.38,,,,6.71,3.98,35.0,127.0,14.0,00-0034728,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034728,2024,-0.113094379164977,21,-0.0053854466269036665,-0.39481032092476753,0,7,1.0,18.0,196.0,70.0,31.125,74.75,9.5,4.38,,,,6.71,3.98,35.0,127.0,14.0,00-0034728,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034746,2018,11.017514843173558,23,0.47902238448580686,0.0,1,1,5.0,140.0,291.0,74.0,32.0,76.875,9.5,4.98,,1.73,2.76,7.71,4.59,31.0,104.0,29.0,00-0034746,dl,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00-0034751,2018,-18.431354643976672,45,-0.40958565875503716,0.0,1,1,2.0,45.0,196.0,72.0,31.125,74.25,9.375,4.56,,,,6.86,4.03,38.0,123.0,18.0,00-0034751,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034751,2020,-5.779057053778042,21,-0.27519319303704964,-0.09384051933408376,0,3,2.0,45.0,196.0,72.0,31.125,74.25,9.375,4.56,,,,6.86,4.03,38.0,123.0,18.0,00-0034751,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034773,2019,9.85097540992422,22,0.44777160954201006,0.2757983598470067,0,2,1.0,12.0,347.0,76.0,32.625,76.25,10.0,5.1,,,,,,,,41.0,00-0034773,dl,0,0,0,0,0,0,1,1,1,1,1,1,1,0
00-0034773,2021,16.75732660421636,22,0.7616966638280164,0.592270841220549,0,4,1.0,12.0,347.0,76.0,32.625,76.25,10.0,5.1,,,,,,,,41.0,00-0034773,dl,0,0,0,0,0,0,1,1,1,1,1,1,1,0
00-0034773,2023,14.595782805389769,27,0.5405845483477693,0.8028457287000492,0,6,1.0,12.0,347.0,76.0,32.625,76.25,10.0,5.1,,,,,,,,41.0,00-0034773,dl,0,0,0,0,0,0,1,1,1,1,1,1,1,0
00-0034773,2024,18.863749999540904,23,0.8201630434583002,0.5405845483477693,0,7,1.0,12.0,347.0,76.0,32.625,76.25,10.0,5.1,,,,,,,,41.0,00-0034773,dl,0,0,0,0,0,0,1,1,1,1,1,1,1,0
00-0034778,2018,-12.096413171384484,40,-0.3024103292846121,0.0,1,1,2.0,63.0,206.0,73.0,32.75,79.375,8.875,4.53,,,,,,34.0,124.0,16.0,00-0034778,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034778,2019,-14.49136479808181,70,-0.20701949711545442,-0.3024103292846121,0,2,2.0,63.0,206.0,73.0,32.75,79.375,8.875,4.53,,,,,,34.0,124.0,16.0,00-0034778,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034778,2020,-21.41548250534118,63,-0.3399282937355743,-0.20701949711545442,0,3,2.0,63.0,206.0,73.0,32.75,79.375,8.875,4.53,,,,,,34.0,124.0,16.0,00-0034778,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034778,2021,-2.917183056371141,40,-0.07292957640927852,-0.3399282937355743,0,4,2.0,63.0,206.0,73.0,32.75,79.375,8.875,4.53,,,,,,34.0,124.0,16.0,00-0034778,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034778,2022,-16.128682034856993,57,-0.2829593339448595,-0.07292957640927852,0,5,2.0,63.0,206.0,73.0,32.75,79.375,8.875,4.53,,,,,,34.0,124.0,16.0,00-0034778,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034778,2023,-27.51037934499132,44,-0.6252358942043482,-0.2829593339448595,0,6,2.0,63.0,206.0,73.0,32.75,79.375,8.875,4.53,,,,,,34.0,124.0,16.0,00-0034778,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034778,2024,-3.054422409184462,50,-0.06108844818368924,-0.6252358942043482,0,7,2.0,63.0,206.0,73.0,32.75,79.375,8.875,4.53,,,,,,34.0,124.0,16.0,00-0034778,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034778,2025,-14.51049913672614,47,-0.30873402418566254,-0.06108844818368924,0,8,2.0,63.0,206.0,73.0,32.75,79.375,8.875,4.53,,,,,,34.0,124.0,16.0,00-0034778,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034780,2018,-4.462589752305752,20,-0.2231294876152876,0.0,1,1,3.0,99.0,188.0,73.0,32.25,75.75,8.875,4.52,,,,,4.18,,120.0,8.0,00-0034780,db,0,0,0,0,0,0,1,1,1,1,0,1,0,0
00-0034780,2019,-12.536396296636667,34,-0.36871753813637254,-0.2231294876152876,0,2,3.0,99.0,188.0,73.0,32.25,75.75,8.875,4.52,,,,,4.18,,120.0,8.0,00-0034780,db,0,0,0,0,0,0,1,1,1,1,0,1,0,0
00-0034780,2020,-13.363006960629718,31,-0.4310647406654748,-0.36871753813637254,0,3,3.0,99.0,188.0,73.0,32.25,75.75,8.875,4.52,,,,,4.18,,120.0,8.0,00-0034780,db,0,0,0,0,0,0,1,1,1,1,0,1,0,0
00-0034780,2023,3.204239745835555,32,0.10013249205736109,-0.6454016808485095,0,5,3.0,99.0,188.0,73.0,32.25,75.75,8.875,4.52,,,,,4.18,,120.0,8.0,00-0034780,db,0,0,0,0,0,0,1,1,1,1,0,1,0,0
00-0034780,2024,-26.47362590938345,41,-0.6456981929117914,0.10013249205736109,0,6,3.0,99.0,188.0,73.0,32.25,75.75,8.875,4.52,,,,,4.18,,120.0,8.0,00-0034780,db,0,0,0,0,0,0,1,1,1,1,0,1,0,0
00-0034782,2021,2.023636875940424,24,0.08431820316418433,0.3496360833698418,0,4,3.0,96.0,307.0,75.0,33.875,80.5,10.375,5.21,,,,7.28,4.5,32.0,103.0,42.0,00-0034782,dl,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034782,2022,6.551143158227205,21,0.3119591980108193,0.08431820316418433,0,5,3.0,96.0,307.0,75.0,33.875,80.5,10.375,5.21,,,,7.28,4.5,32.0,103.0,42.0,00-0034782,dl,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034782,2023,4.9142520930487565,36,0.13650700258468768,0.3119591980108193,0,6,3.0,96.0,307.0,75.0,33.875,80.5,10.375,5.21,,,,7.28,4.5,32.0,103.0,42.0,00-0034782,dl,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034782,2025,11.799514188489411,23,0.5130223560212788,0.5352169192115338,0,8,3.0,96.0,307.0,75.0,33.875,80.5,10.375,5.21,,,,7.28,4.5,32.0,103.0,42.0,00-0034782,dl,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034797,2018,-5.338427187508713,55,-0.09706231250015841,0.0,1,1,3.0,73.0,232.0,74.0,31.5,76.125,10.375,4.53,,,,,,36.5,126.0,22.0,00-0034797,lb,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034797,2019,-14.262992024523482,75,-0.19017322699364644,-0.09706231250015841,0,2,3.0,73.0,232.0,74.0,31.5,76.125,10.375,4.53,,,,,,36.5,126.0,22.0,00-0034797,lb,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034797,2020,4.127124026717865,66,0.06253218222299795,-0.19017322699364644,0,3,3.0,73.0,232.0,74.0,31.5,76.125,10.375,4.53,,,,,,36.5,126.0,22.0,00-0034797,lb,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034797,2021,8.010292196197145,58,0.1381084861413301,0.06253218222299795,0,4,3.0,73.0,232.0,74.0,31.5,76.125,10.375,4.53,,,,,,36.5,126.0,22.0,00-0034797,lb,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034797,2022,8.320954046823495,58,0.14346472494523266,0.1381084861413301,0,5,3.0,73.0,232.0,74.0,31.5,76.125,10.375,4.53,,,,,,36.5,126.0,22.0,00-0034797,lb,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034797,2023,4.504944117332343,40,0.11262360293330857,0.14346472494523266,0,6,3.0,73.0,232.0,74.0,31.5,76.125,10.375,4.53,,,,,,36.5,126.0,22.0,00-0034797,lb,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034797,2024,-0.1508506379326875,32,-0.004714082435396484,0.11262360293330857,0,7,3.0,73.0,232.0,74.0,31.5,76.125,10.375,4.53,,,,,,36.5,126.0,22.0,00-0034797,lb,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034843,2018,-4.049119477839806,20,-0.2024559738919903,0.0,1,1,1.0,30.0,191.0,70.0,30.875,73.0,8.75,4.53,,,,6.7,4.13,35.5,127.0,20.0,00-0034843,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034843,2019,-22.33564191975165,47,-0.47522642382450325,-0.2024559738919903,0,2,1.0,30.0,191.0,70.0,30.875,73.0,8.75,4.53,,,,6.7,4.13,35.5,127.0,20.0,00-0034843,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034843,2021,-16.593953583826078,45,-0.36875452408502396,-0.6254276487714379,0,4,1.0,30.0,191.0,70.0,30.875,73.0,8.75,4.53,,,,6.7,4.13,35.5,127.0,20.0,00-0034843,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034843,2022,-7.825785384032201,32,-0.2445557932510063,-0.36875452408502396,0,5,1.0,30.0,191.0,70.0,30.875,73.0,8.75,4.53,,,,6.7,4.13,35.5,127.0,20.0,00-0034843,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034843,2024,-16.152030638103472,53,-0.3047552950585561,-0.11435648441851913,0,7,1.0,30.0,191.0,70.0,30.875,73.0,8.75,4.53,,,,6.7,4.13,35.5,127.0,20.0,00-0034843,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034843,2025,-14.713042672985466,45,-0.32695650384412145,-0.3047552950585561,0,8,1.0,30.0,191.0,70.0,30.875,73.0,8.75,4.53,,,,6.7,4.13,35.5,127.0,20.0,00-0034843,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034856,2018,-4.8427459048107275,47,-0.10303714691086654,0.0,1,1,1.0,4.0,190.0,71.0,31.25,74.75,8.75,4.32,,,,,,39.0,136.0,16.0,00-0034856,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034856,2019,-9.841036814637706,46,-0.21393558292690665,-0.10303714691086654,0,2,1.0,4.0,190.0,71.0,31.25,74.75,8.75,4.32,,,,,,39.0,136.0,16.0,00-0034856,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034856,2020,-11.217856394291697,53,-0.2116576678168245,-0.21393558292690665,0,3,1.0,4.0,190.0,71.0,31.25,74.75,8.75,4.32,,,,,,39.0,136.0,16.0,00-0034856,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034856,2021,-0.6762070700553333,41,-0.01649285536720325,-0.2116576678168245,0,4,1.0,4.0,190.0,71.0,31.25,74.75,8.75,4.32,,,,,,39.0,136.0,16.0,00-0034856,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034856,2022,-15.461570790181092,49,-0.31554226102410393,-0.01649285536720325,0,5,1.0,4.0,190.0,71.0,31.25,74.75,8.75,4.32,,,,,,39.0,136.0,16.0,00-0034856,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034856,2023,5.291420776294132,35,0.1511834507512609,-0.31554226102410393,0,6,1.0,4.0,190.0,71.0,31.25,74.75,8.75,4.32,,,,,,39.0,136.0,16.0,00-0034856,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034856,2024,-6.9668084279692275,52,-0.13397708515325438,0.1511834507512609,0,7,1.0,4.0,190.0,71.0,31.25,74.75,8.75,4.32,,,,,,39.0,136.0,16.0,00-0034856,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034856,2025,-15.277538515456806,35,-0.43650110044162305,-0.13397708515325438,0,8,1.0,4.0,190.0,71.0,31.25,74.75,8.75,4.32,,,,,,39.0,136.0,16.0,00-0034856,db,0,0,0,0,0,0,1,1,1,1,1,0,0,0
00-0034974,2019,-6.809472021680478,27,-0.25220266746964737,0.0,1,1,4.0,108.0,195.0,71.0,31.75,75.375,9.0,4.54,,,,6.72,4.1,36.0,121.0,14.0,00-0034974,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034974,2020,-48.474734614957256,47,-1.0313773322331332,-0.25220266746964737,0,2,4.0,108.0,195.0,71.0,31.75,75.375,9.0,4.54,,,,6.72,4.1,36.0,121.0,14.0,00-0034974,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034974,2021,-6.658210720983334,40,-0.16645526802458335,-1.0313773322331332,0,3,4.0,108.0,195.0,71.0,31.75,75.375,9.0,4.54,,,,6.72,4.1,36.0,121.0,14.0,00-0034974,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034974,2022,-43.36716598042976,70,-0.619530942577568,-0.16645526802458335,0,4,4.0,108.0,195.0,71.0,31.75,75.375,9.0,4.54,,,,6.72,4.1,36.0,121.0,14.0,00-0034974,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034974,2023,-45.7756946832206,81,-0.5651320331261802,-0.619530942577568,0,5,4.0,108.0,195.0,71.0,31.75,75.375,9.0,4.54,,,,6.72,4.1,36.0,121.0,14.0,00-0034974,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034974,2024,-21.973342256067554,79,-0.2781435728616146,-0.5651320331261802,0,6,4.0,108.0,195.0,71.0,31.75,75.375,9.0,4.54,,,,6.72,4.1,36.0,121.0,14.0,00-0034974,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
00-0034974,2025,-8.924287989066215,26,-0.34324184573331595,-0.2781435728616146,0,7,4.0,108.0,195.0,71.0,31.75,75.375,9.0,4.54,,,,6.72,4.1,36.0,121.0,14.0,00-0034974,db,0,0,0,0,0,0,1,1,1,0,0,0,0,0
